"product_id","trip_id","adjustment_id","adjustment_amount","adjustment_type","applied","zone_ids_used"
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","3cc69047-1cb5-492f-a198-07d9abf12768","66c833c1-e424-4f3c-932d-2532ff6f2be9","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","2da54454-c75e-40df-94be-d2e3193482fc","21bc9dc5-7ca2-49c7-bd84-aaefd434d4d8","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","e72fea60-4a9e-450c-b2ab-fcf9e4811a19","89c39cd0-95b8-4d39-9245-3a4a4df21f2b","0.00","DAILY_CAP","false",""
"37f8562e-969d-4d75-84dd-70709b9893c4","fc698a2e-47c5-471e-afb2-30766da7cc41","e0100722-e09a-4e3d-bd14-e78484ff8aff","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","c0917260-9876-4e7c-adbb-3396defcf518","3270ad3e-5735-4c4e-acdb-78fa6e2aa92a","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","3832e536-414d-4831-8ee8-c7e916153c88","3c15159e-5d39-449d-8d58-763c2f1379fd","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","98136d26-a4aa-4302-8035-5b26d4420ab4","7e6b576d-b63c-4855-9a4c-1c673d133035","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","e64181f4-8684-471f-983c-f857a231264a","eb3327a2-8fe3-4bb1-8084-faacc7965e1c","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","a152850d-ac51-4e15-a70a-c79a4ebf47d4","e083540d-dadd-4579-9a9c-2c6ae02d732f","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","4ba594b6-1447-4d6b-911a-17b172bba5f6","ed081787-915a-4ff3-a86a-c22e76b246ed","0.00","DAILY_CAP","false",""
"37f8562e-969d-4d75-84dd-70709b9893c4","6f15e111-9708-4a7b-b397-fb13cfa18282","22aca34b-4cca-4cd6-b141-6dc20b95ec90","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","e1eb9bc5-055e-41ce-9acd-ebfdf7d5c30f","700838a3-2999-455a-a4cc-27d1389fc943","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","c2b659ff-547a-4a45-bc77-25a4ee27f179","c6a1dd2e-ca07-47c9-be1c-dfcce20c6b4f","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","4539f8c8-c1bb-4672-94ef-807b82f4790e","68a4de20-b515-414e-86b9-618d8c023cd1","2.30","DAILY_CAP","true",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","17abb7a7-3fe1-4ca1-9928-6d2ee509a516","0447b76a-ef2d-4d8a-a657-530d97087864","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","bee03744-9fcb-43a4-a154-2a7027fd023b","33053e2a-16de-4278-8b39-fc32c92d4a2b","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","4e86caa6-4961-4122-a007-e2ec10753ab7","3b8366ec-9a8b-4a63-a477-937e43d9adc6","0.00","DAILY_CAP","false",""
"37f8562e-969d-4d75-84dd-70709b9893c4","af84cf09-e896-4ec2-bd18-15620dea5e62","6266992f-f1de-43a0-9acf-b7c52b647b68","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","aa52cb73-b938-469f-b7cc-4f28abd58627","6b7b4318-b05e-4de0-9145-085764ca7319","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","2695b233-5841-4bb6-91ff-10b5ff64ba63","c3a04036-8cdd-4990-a0f1-d9b5eecd1646","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","1829826d-ea8d-4912-9ed7-c59b2f5f5708","6c535bb2-1c43-465d-88a6-446e76d92bba","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","81f835fb-4170-4296-896f-9856f8089a6f","6a06b25d-01dd-4f57-9d1c-df5b6284bfc2","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","bb85c7e1-856c-49a3-a3d1-13def82fb778","3d3dbc56-790a-4f56-80d7-f6ddaaef056f","0.00","DAILY_CAP","false",""
"37f8562e-969d-4d75-84dd-70709b9893c4","e1079411-f2a2-4db6-ad50-e7e81f8da1d9","c7a537d0-0cd9-4fac-be95-e7bfdfc30c95","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","b06012ce-cfb8-4bf1-b823-136b573a545f","38fef0f8-78c4-423e-b1b1-d19db7d0663f","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","95ab5dc7-c834-4de0-b186-18bfaa2f6286","e912bf94-661a-4576-a85d-14fcafcd97d9","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","02fc4b15-94c5-4368-bace-4071acc7bfdd","bd01dc37-2af9-4226-b6c6-acc9c0d63168","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","46574b75-c55e-4556-a6b2-53ff4059f433","993170c7-0a02-4e83-8d27-3eea6a19c84a","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","b50b35db-a416-47d6-9879-c1bc9c8af94c","52fc23ba-d428-43a0-b7b6-0f2e709ce408","0.00","DAILY_CAP","false",""
"29edf630-870f-4b84-9113-ade5ab2413a0","63cf73e8-1cb0-4842-aa6f-b09ed36fda60","d674257e-1117-409a-be9d-59e05a6c5cf2","0.00","DAILY_CAP","false",""
"9e564b22-fb50-4e66-b947-52fb50bacbc0","1bcdaaf1-c9a6-4834-a652-25e2db51b524","f6583cf0-b27c-44be-a11c-aed2df6d4b66","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","ca6f14e1-ec53-48e4-976c-f58d0dcae413","cbf58cba-8cd4-4503-94f8-324608d1add6","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","4c26a2b2-f116-46cc-860b-3e735a77794f","a042240c-c889-4976-99b0-fde3c4895c2e","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","f99d814c-e413-41bb-8214-ac07cfeafacf","790a68bd-ab91-43ea-b58d-8ce6843816ed","0.00","DAILY_CAP","false",""
"29edf630-870f-4b84-9113-ade5ab2413a0","365e3cc2-addd-41b7-b488-e7b8d1b8d5f9","8600ebaf-418b-47e4-a27d-4e073026829b","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","a7ee03b3-9044-4602-b7e7-167a116b6cf8","bac8102d-9caf-4e49-9952-d72c276596bb","0.00","DAILY_CAP","false",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","59b70887-6c65-4b7d-9c84-f9537c115c0f","65712740-4695-43e9-b3cf-98da5084d900","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","dc90d926-7817-4fca-ab39-5cddc9bdfc05","cd14be38-dd19-4d87-abae-bb767e2fe549","1.70","DAILY_CAP","true",""
"b6de8022-2d7b-46db-aa9f-5bd5e77185b9","5040e566-1029-4309-b963-2bcb69ed528f","aeada417-dde7-4871-951d-f36cd80a34a9","0.00","DAILY_CAP","false",""
"29edf630-870f-4b84-9113-ade5ab2413a0","6bfbced1-a742-4802-86e2-489711043eda","94694be9-3fba-4db7-bfaf-9056b835dcd3","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","e15b133f-2eb6-4792-8c11-f47b4d0b331b","1b5ec67e-c1fd-414e-b040-f37f9fdfc9fc","0.00","DAILY_CAP","false",""
"29edf630-870f-4b84-9113-ade5ab2413a0","23e53a22-e269-4815-b319-323da246b604","96df0e58-07b2-43d5-9d6f-f0c25e22f0fc","0.00","DAILY_CAP","false",""
"734f80f1-367a-4642-a482-ab18ae3668aa","5ba04088-1ba4-4ef4-838a-0fa1ec759ed2","f379e663-9942-4f2b-9b75-ad440e2fb915","0.00","DAILY_CAP","false",""
